"TOA5","cmarshhigh_pheno","CR3000","6900","CR3000.Std.32.07","CPU:cmarshhigh_base.CR3","54156","cmarshHigh_Phenocam"
"TIMESTAMP","RECORD","PTemp_C_Avg","BattV_Min","BattV"
"TS","RN","Deg C","Volts","Volts"
"","","Avg","Min","Smp"
"2026-03-14 13:15:00",26020,7.839,11.55,11.56
"2026-03-14 13:30:00",26021,7.947,11.55,11.59
"2026-03-14 13:45:00",26022,7.933,11.55,11.55
"2026-03-14 14:00:00",26023,7.669,11.54,11.58
"2026-03-14 14:15:00",26024,7.37,11.52,11.55
"2026-03-14 14:30:00",26025,7.123,11.55,11.57
"2026-03-14 14:45:00",26026,6.948,11.54,11.54
"2026-03-14 15:00:00",26027,6.697,11.54,11.57
"2026-03-14 15:15:00",26028,6.564,11.52,11.55
"2026-03-14 15:30:00",26029,6.554,11.54,11.57
"2026-03-14 15:45:00",26030,6.5,11.53,11.55
"2026-03-14 16:00:00",26031,6.405,11.55,11.58
"2026-03-14 16:15:00",26032,6.293,11.53,11.55
"2026-03-14 16:30:00",26033,6.149,11.55,11.58
"2026-03-14 16:45:00",26034,5.941,11.54,11.54
"2026-03-14 17:00:00",26035,5.72,11.53,11.57
"2026-03-14 17:15:00",26036,5.486,11.56,11.57
"2026-03-14 17:30:00",26037,5.217,11.56,11.58
"2026-03-14 17:45:00",26038,4.915,11.56,11.57
"2026-03-14 18:00:00",26039,4.595,11.55,11.57
"2026-03-14 18:15:00",26040,4.304,11.56,11.57
"2026-03-14 18:30:00",26041,4.021,11.54,11.57
"2026-03-14 18:45:00",26042,3.794,11.56,11.57
"2026-03-14 19:00:00",26043,3.606,11.56,11.58
"2026-03-14 19:15:00",26044,3.433,11.57,11.57
"2026-03-14 19:30:00",26045,3.274,11.55,11.56
"2026-03-14 19:45:00",26046,3.131,11.59,11.6
"2026-03-14 20:00:00",26047,2.971,11.59,11.59
"2026-03-14 20:15:00",26048,2.806,11.59,11.6
"2026-03-14 20:30:00",26049,2.637,11.59,11.59
"2026-03-14 20:45:00",26050,2.469,11.59,11.6
"2026-03-14 21:00:00",26051,2.295,11.6,11.6
"2026-03-14 21:15:00",26052,2.126,11.59,11.6
"2026-03-14 21:30:00",26053,1.991,11.59,11.59
"2026-03-14 21:45:00",26054,1.853,11.59,11.59
"2026-03-14 22:00:00",26055,1.706,11.59,11.6
"2026-03-14 22:15:00",26056,1.562,11.59,11.6
"2026-03-14 22:30:00",26057,1.434,11.59,11.6
"2026-03-14 22:45:00",26058,1.291,11.59,11.6
"2026-03-14 23:00:00",26059,1.123,11.58,11.59
"2026-03-14 23:15:00",26060,0.995,11.59,11.59
"2026-03-14 23:30:00",26061,0.837,11.58,11.59
"2026-03-14 23:45:00",26062,0.632,11.59,11.59
"2026-03-15 00:00:00",26063,0.432,11.59,11.59
"2026-03-15 00:15:00",26064,0.231,11.59,11.59
"2026-03-15 00:30:00",26065,-0.007,11.58,11.59
"2026-03-15 00:45:00",26066,-0.282,11.58,11.58
"2026-03-15 01:00:00",26067,-0.514,11.58,11.59
"2026-03-15 01:15:00",26068,-0.717,11.59,11.59
"2026-03-15 01:30:00",26069,-0.91,11.59,11.59
"2026-03-15 01:45:00",26070,-1.092,11.58,11.59
"2026-03-15 02:00:00",26071,-1.296,11.58,11.58
"2026-03-15 02:15:00",26072,-1.584,11.58,11.58
"2026-03-15 02:30:00",26073,-1.712,11.58,11.58
"2026-03-15 02:45:00",26074,-1.779,11.58,11.59
"2026-03-15 03:00:00",26075,-1.936,11.59,11.59
"2026-03-15 03:15:00",26076,-2.21,11.58,11.58
"2026-03-15 03:30:00",26077,-2.528,11.57,11.58
"2026-03-15 03:45:00",26078,-2.83,11.58,11.59
"2026-03-15 04:00:00",26079,-3.043,11.58,11.58
"2026-03-15 04:15:00",26080,-3.065,11.58,11.59
"2026-03-15 04:30:00",26081,-3,11.58,11.58
"2026-03-15 04:45:00",26082,-2.915,11.58,11.58
"2026-03-15 05:00:00",26083,-2.696,11.58,11.58
"2026-03-15 05:15:00",26084,-2.487,11.58,11.59
"2026-03-15 05:30:00",26085,-2.278,11.58,11.59
"2026-03-15 05:45:00",26086,-2.117,11.58,11.59
"2026-03-15 06:00:00",26087,-1.977,11.58,11.59
"2026-03-15 06:15:00",26088,-1.819,11.52,11.53
"2026-03-15 06:30:00",26089,-1.589,11.52,11.56
"2026-03-15 06:45:00",26090,-1.349,11.53,11.54
"2026-03-15 07:00:00",26091,-1.031,11.53,11.57
"2026-03-15 07:15:00",26092,-0.667,11.54,11.54
"2026-03-15 07:30:00",26093,-0.302,11.53,11.56
"2026-03-15 07:45:00",26094,0.146,11.53,11.54
"2026-03-15 08:00:00",26095,0.697,11.53,11.57
"2026-03-15 08:15:00",26096,1.274,11.53,11.54
"2026-03-15 08:30:00",26097,1.876,11.54,11.57
"2026-03-15 08:45:00",26098,2.603,11.54,11.55
"2026-03-15 09:00:00",26099,3.284,11.53,11.57
"2026-03-15 09:15:00",26100,3.827,11.54,11.55
"2026-03-15 09:30:00",26101,4.399,11.54,11.55
"2026-03-15 09:45:00",26102,4.724,11.53,11.54
"2026-03-15 10:00:00",26103,5.259,11.54,11.57
"2026-03-15 10:15:00",26104,5.995,11.55,11.55
"2026-03-15 10:30:00",26105,6.693,11.55,11.57
"2026-03-15 10:45:00",26106,7.356,11.55,11.56
"2026-03-15 11:00:00",26107,7.482,11.55,11.58
"2026-03-15 11:15:00",26108,7.303,11.54,11.55
"2026-03-15 11:30:00",26109,7.149,11.54,11.58
"2026-03-15 11:45:00",26110,6.964,11.54,11.56
"2026-03-15 12:00:00",26111,6.901,11.54,11.58
"2026-03-15 12:15:00",26112,7.044,11.55,11.55
"2026-03-15 12:30:00",26113,7.061,11.54,11.57
"2026-03-15 12:45:00",26114,6.993,11.54,11.55
"2026-03-15 13:00:00",26115,6.738,11.53,11.58
"2026-03-15 13:15:00",26116,6.332,11.55,11.55
"2026-03-15 13:30:00",26117,5.991,11.54,11.58
"2026-03-15 13:45:00",26118,5.708,11.52,11.55
"2026-03-15 14:00:00",26119,5.61,11.54,11.57
"2026-03-15 14:15:00",26120,5.643,11.53,11.55
"2026-03-15 14:30:00",26121,5.573,11.54,11.58
"2026-03-15 14:45:00",26122,5.431,11.55,11.55
"2026-03-15 15:00:00",26123,5.293,11.55,11.57
"2026-03-15 15:15:00",26124,5.097,11.53,11.53
"2026-03-15 15:30:00",26125,4.896,11.53,11.57
"2026-03-15 15:45:00",26126,4.688,11.54,11.54
"2026-03-15 16:00:00",26127,4.495,11.54,11.57
"2026-03-15 16:15:00",26128,4.34,11.54,11.54
"2026-03-15 16:30:00",26129,4.216,11.54,11.58
"2026-03-15 16:45:00",26130,4.091,11.53,11.54
"2026-03-15 17:00:00",26131,3.991,11.53,11.57
"2026-03-15 17:15:00",26132,3.893,11.56,11.56
"2026-03-15 17:30:00",26133,3.802,11.55,11.56
"2026-03-15 17:45:00",26134,3.724,11.57,11.57
"2026-03-15 18:00:00",26135,3.656,11.56,11.57
"2026-03-15 18:15:00",26136,3.615,11.56,11.57
"2026-03-15 18:30:00",26137,3.592,11.56,11.56
"2026-03-15 18:45:00",26138,3.587,11.55,11.56
"2026-03-15 19:00:00",26139,3.601,11.54,11.57
"2026-03-15 19:15:00",26140,3.616,11.56,11.57
"2026-03-15 19:30:00",26141,3.64,11.55,11.55
"2026-03-15 19:45:00",26142,3.65,11.59,11.6
"2026-03-15 20:00:00",26143,3.623,11.6,11.6
"2026-03-15 20:15:00",26144,3.578,11.58,11.59
"2026-03-15 20:30:00",26145,3.535,11.59,11.59
"2026-03-15 20:45:00",26146,3.506,11.59,11.59
"2026-03-15 21:00:00",26147,3.48,11.6,11.6
"2026-03-15 21:15:00",26148,3.396,11.59,11.6
"2026-03-15 21:30:00",26149,3.223,11.59,11.59
"2026-03-15 21:45:00",26150,3.007,11.59,11.6
"2026-03-15 22:00:00",26151,2.789,11.59,11.59
"2026-03-15 22:15:00",26152,2.604,11.59,11.59
"2026-03-15 22:30:00",26153,2.474,11.58,11.6
"2026-03-15 22:45:00",26154,2.435,11.59,11.6
"2026-03-15 23:00:00",26155,2.475,11.59,11.6
"2026-03-15 23:15:00",26156,2.573,11.59,11.6
"2026-03-15 23:30:00",26157,2.688,11.59,11.59
"2026-03-15 23:45:00",26158,2.812,11.59,11.6
"2026-03-16 00:00:00",26159,2.908,11.59,11.6
"2026-03-16 00:15:00",26160,3.028,11.59,11.6
"2026-03-16 00:30:00",26161,3.14,11.59,11.6
"2026-03-16 00:45:00",26162,3.225,11.6,11.6
"2026-03-16 01:00:00",26163,3.334,11.6,11.6
"2026-03-16 01:15:00",26164,3.467,11.59,11.59
"2026-03-16 01:30:00",26165,3.588,11.59,11.59
"2026-03-16 01:45:00",26166,3.708,11.59,11.6
"2026-03-16 02:00:00",26167,3.836,11.59,11.6
"2026-03-16 02:15:00",26168,3.958,11.6,11.6
"2026-03-16 02:30:00",26169,4.061,11.59,11.6
"2026-03-16 02:45:00",26170,4.148,11.6,11.6
"2026-03-16 03:00:00",26171,4.205,11.59,11.6
"2026-03-16 03:15:00",26172,4.26,11.59,11.6
"2026-03-16 03:30:00",26173,4.31,11.59,11.6
"2026-03-16 03:45:00",26174,4.374,11.6,11.6
"2026-03-16 04:00:00",26175,4.45,11.6,11.6
"2026-03-16 04:15:00",26176,4.525,11.59,11.59
"2026-03-16 04:30:00",26177,4.617,11.59,11.59
"2026-03-16 04:45:00",26178,4.723,11.59,11.59
"2026-03-16 05:00:00",26179,4.841,11.59,11.6
"2026-03-16 05:15:00",26180,4.971,11.59,11.59
"2026-03-16 05:30:00",26181,5.103,11.6,11.6
"2026-03-16 05:45:00",26182,5.16,11.6,11.6
"2026-03-16 06:00:00",26183,5.153,11.59,11.59
"2026-03-16 06:15:00",26184,5.168,11.53,11.54
"2026-03-16 06:30:00",26185,5.23,11.54,11.57
"2026-03-16 06:45:00",26186,5.322,11.54,11.54
"2026-03-16 07:00:00",26187,5.454,11.54,11.56
"2026-03-16 07:15:00",26188,5.585,11.54,11.55
"2026-03-16 07:30:00",26189,5.698,11.54,11.58
"2026-03-16 07:45:00",26190,5.78,11.51,11.55
"2026-03-16 08:00:00",26191,5.9,11.53,11.57
"2026-03-16 08:15:00",26192,6.171,11.53,11.54
"2026-03-16 08:30:00",26193,6.577,11.54,11.58
"2026-03-16 08:45:00",26194,6.966,11.54,11.55
"2026-03-16 09:00:00",26195,7.304,11.55,11.57
"2026-03-16 09:15:00",26196,7.584,11.55,11.55
"2026-03-16 09:30:00",26197,7.846,11.55,11.58
"2026-03-16 09:45:00",26198,8.09,11.55,11.55
"2026-03-16 10:00:00",26199,8.38,11.54,11.58
"2026-03-16 10:15:00",26200,8.68,11.54,11.55
"2026-03-16 10:30:00",26201,9,11.54,11.58
"2026-03-16 10:45:00",26202,9.31,11.55,11.55
"2026-03-16 11:00:00",26203,9.54,11.55,11.58
"2026-03-16 11:15:00",26204,9.73,11.53,11.56
"2026-03-16 11:30:00",26205,9.98,11.55,11.58
"2026-03-16 11:45:00",26206,10.35,11.53,11.55
"2026-03-16 12:00:00",26207,10.75,11.54,11.58
"2026-03-16 12:15:00",26208,11.1,11.54,11.55
"2026-03-16 12:30:00",26209,11.37,11.54,11.59
"2026-03-16 12:45:00",26210,11.75,11.55,11.55
"2026-03-16 13:00:00",26211,12.22,11.54,11.58
"2026-03-16 13:15:00",26212,12.56,11.54,11.55
"2026-03-16 13:30:00",26213,12.73,11.54,11.59
"2026-03-16 13:45:00",26214,12.8,11.56,11.56
"2026-03-16 14:00:00",26215,12.82,11.56,11.58
"2026-03-16 14:15:00",26216,12.93,11.55,11.56
"2026-03-16 14:30:00",26217,13.29,11.54,11.59
"2026-03-16 14:45:00",26218,13.77,11.53,11.56
"2026-03-16 15:00:00",26219,14.25,11.55,11.59
"2026-03-16 15:15:00",26220,14.71,11.56,11.56
"2026-03-16 15:30:00",26221,15.18,11.54,11.59
"2026-03-16 15:45:00",26222,15.63,11.54,11.56
"2026-03-16 16:00:00",26223,16.03,11.56,11.59
"2026-03-16 16:15:00",26224,16.32,11.54,11.57
"2026-03-16 16:30:00",26225,16.4,11.55,11.59
"2026-03-16 16:45:00",26226,16.42,11.56,11.56
"2026-03-16 17:00:00",26227,16.39,11.55,11.59
"2026-03-16 17:15:00",26228,16.36,11.59,11.59
"2026-03-16 17:30:00",26229,16.5,11.59,11.59
"2026-03-16 17:45:00",26230,16.63,11.57,11.59
"2026-03-16 18:00:00",26231,16.71,11.58,11.59
"2026-03-16 18:15:00",26232,16.73,11.57,11.59
"2026-03-16 18:30:00",26233,16.51,11.59,11.6
"2026-03-16 18:45:00",26234,16.21,11.57,11.58
"2026-03-16 19:00:00",26235,15.97,11.57,11.58
"2026-03-16 19:15:00",26236,15.72,11.57,11.59
"2026-03-16 19:30:00",26237,15.4,11.57,11.59
"2026-03-16 19:45:00",26238,15.14,11.61,11.61
"2026-03-16 20:00:00",26239,14.97,11.61,11.61
"2026-03-16 20:15:00",26240,14.97,11.61,11.62
"2026-03-16 20:30:00",26241,15,11.61,11.63
"2026-03-16 20:45:00",26242,14.93,11.61,11.61
"2026-03-16 21:00:00",26243,14.85,11.61,11.62
"2026-03-16 21:15:00",26244,14.88,11.61,11.61
"2026-03-16 21:30:00",26245,14.84,11.61,11.63
"2026-03-16 21:45:00",26246,14.74,11.61,11.62
"2026-03-16 22:00:00",26247,14.68,11.61,11.61
"2026-03-16 22:15:00",26248,14.61,11.6,11.62
"2026-03-16 22:30:00",26249,14.53,11.61,11.62
"2026-03-16 22:45:00",26250,14.43,11.61,11.62
"2026-03-16 23:00:00",26251,14.41,11.61,11.62
"2026-03-16 23:15:00",26252,14.45,11.61,11.62
"2026-03-16 23:30:00",26253,14.53,11.61,11.62
"2026-03-16 23:45:00",26254,14.59,11.61,11.62
"2026-03-17 00:00:00",26255,14.54,11.62,11.62
"2026-03-17 00:15:00",26256,14.45,11.61,11.61
"2026-03-17 00:30:00",26257,14.41,11.61,11.62
"2026-03-17 00:45:00",26258,14.47,11.61,11.62
"2026-03-17 01:00:00",26259,14.51,11.61,11.62
"2026-03-17 01:15:00",26260,14.54,11.62,11.62
"2026-03-17 01:30:00",26261,14.71,11.62,11.62
"2026-03-17 01:45:00",26262,14.92,11.61,11.62
"2026-03-17 02:00:00",26263,15.07,11.61,11.62
"2026-03-17 02:15:00",26264,15.14,11.62,11.62
"2026-03-17 02:30:00",26265,15.2,11.62,11.63
"2026-03-17 02:45:00",26266,15.35,11.62,11.62
"2026-03-17 03:00:00",26267,15.51,11.61,11.61
"2026-03-17 03:15:00",26268,15.58,11.61,11.63
"2026-03-17 03:30:00",26269,15.5,11.62,11.62
"2026-03-17 03:45:00",26270,15.36,11.62,11.63
"2026-03-17 04:00:00",26271,15.14,11.61,11.61
"2026-03-17 04:15:00",26272,14.89,11.61,11.62
"2026-03-17 04:30:00",26273,14.67,11.61,11.62
"2026-03-17 04:45:00",26274,14.36,11.62,11.62
"2026-03-17 05:00:00",26275,13.97,11.61,11.61
"2026-03-17 05:15:00",26276,13.5,11.61,11.62
"2026-03-17 05:30:00",26277,12.64,11.6,11.61
"2026-03-17 05:45:00",26278,11.27,11.61,11.61
"2026-03-17 06:00:00",26279,9.86,11.6,11.6
"2026-03-17 06:15:00",26280,8.69,11.53,11.54
"2026-03-17 06:30:00",26281,7.676,11.54,11.57
"2026-03-17 06:45:00",26282,6.748,11.54,11.55
"2026-03-17 07:00:00",26283,5.984,11.54,11.57
"2026-03-17 07:15:00",26284,5.439,11.54,11.54
"2026-03-17 07:30:00",26285,5.106,11.53,11.57
"2026-03-17 07:45:00",26286,4.991,11.53,11.54
"2026-03-17 08:00:00",26287,5.166,11.55,11.58
"2026-03-17 08:15:00",26288,5.448,11.54,11.55
"2026-03-17 08:30:00",26289,5.84,11.54,11.58
"2026-03-17 08:45:00",26290,6.155,11.55,11.55
"2026-03-17 09:00:00",26291,6.396,11.54,11.57
"2026-03-17 09:15:00",26292,6.319,11.54,11.54
"2026-03-17 09:30:00",26293,6.467,11.54,11.58
"2026-03-17 09:45:00",26294,6.827,11.55,11.55
"2026-03-17 10:00:00",26295,7.08,11.55,11.58
"2026-03-17 10:15:00",26296,7.389,11.55,11.55
"2026-03-17 10:30:00",26297,7.79,11.54,11.58
"2026-03-17 10:45:00",26298,8.14,11.54,11.55
"2026-03-17 11:00:00",26299,8.42,11.54,11.58
"2026-03-17 11:15:00",26300,8.64,11.55,11.55
"2026-03-17 11:30:00",26301,8.62,11.55,11.58
"2026-03-17 11:45:00",26302,8.65,11.55,11.55
"2026-03-17 12:00:00",26303,8.55,11.55,11.58
"2026-03-17 12:15:00",26304,8.31,11.54,11.54
"2026-03-17 12:30:00",26305,8.23,11.53,11.58
"2026-03-17 12:45:00",26306,8.14,11.55,11.55
"2026-03-17 13:00:00",26307,8.01,11.55,11.58
"2026-03-17 13:15:00",26308,7.842,11.53,11.53
"2026-03-17 13:30:00",26309,7.594,11.55,11.58
"2026-03-17 13:45:00",26310,7.475,11.52,11.55
"2026-03-17 14:00:00",26311,7.224,11.53,11.57
"2026-03-17 14:15:00",26312,6.906,11.54,11.55
"2026-03-17 14:30:00",26313,6.645,11.55,11.58
"2026-03-17 14:45:00",26314,6.38,11.55,11.55
"2026-03-17 15:00:00",26315,6.21,11.51,11.57
"2026-03-17 15:15:00",26316,5.961,11.54,11.54
"2026-03-17 15:30:00",26317,5.681,11.54,11.56
"2026-03-17 15:45:00",26318,5.431,11.54,11.56
"2026-03-17 16:00:00",26319,5.23,11.54,11.58
"2026-03-17 16:15:00",26320,4.979,11.53,11.55
"2026-03-17 16:30:00",26321,4.697,11.54,11.57
"2026-03-17 16:45:00",26322,4.378,11.54,11.54
"2026-03-17 17:00:00",26323,4.055,11.52,11.57
"2026-03-17 17:15:00",26324,3.706,11.57,11.58
"2026-03-17 17:30:00",26325,3.286,11.55,11.55
"2026-03-17 17:45:00",26326,2.849,11.57,11.57
"2026-03-17 18:00:00",26327,2.395,11.55,11.57
"2026-03-17 18:15:00",26328,1.972,11.55,11.56
"2026-03-17 18:30:00",26329,1.618,11.55,11.57
"2026-03-17 18:45:00",26330,1.293,11.56,11.56
"2026-03-17 19:00:00",26331,0.989,11.56,11.56
"2026-03-17 19:15:00",26332,0.703,11.56,11.56
"2026-03-17 19:30:00",26333,0.422,11.56,11.56
"2026-03-17 19:45:00",26334,0.112,11.59,11.59
"2026-03-17 20:00:00",26335,-0.2,11.58,11.58
"2026-03-17 20:15:00",26336,-0.518,11.58,11.59
"2026-03-17 20:30:00",26337,-0.797,11.59,11.6
"2026-03-17 20:45:00",26338,-1.052,11.59,11.59
"2026-03-17 21:00:00",26339,-1.284,11.59,11.59
"2026-03-17 21:15:00",26340,-1.532,11.58,11.59
"2026-03-17 21:30:00",26341,-1.782,11.58,11.59
"2026-03-17 21:45:00",26342,-2.002,11.58,11.59
"2026-03-17 22:00:00",26343,-2.168,11.58,11.59
"2026-03-17 22:15:00",26344,-2.294,11.58,11.59
"2026-03-17 22:30:00",26345,-2.402,11.58,11.59
"2026-03-17 22:45:00",26346,-2.54,11.58,11.58
"2026-03-17 23:00:00",26347,-2.656,11.58,11.58
"2026-03-17 23:15:00",26348,-2.735,11.58,11.58
"2026-03-17 23:30:00",26349,-2.79,11.58,11.59
"2026-03-17 23:45:00",26350,-2.877,11.58,11.59
"2026-03-18 00:00:00",26351,-2.975,11.58,11.58
"2026-03-18 00:15:00",26352,-3.067,11.58,11.58
"2026-03-18 00:30:00",26353,-3.177,11.58,11.59
"2026-03-18 00:45:00",26354,-3.265,11.58,11.59
"2026-03-18 01:00:00",26355,-3.348,11.58,11.58
"2026-03-18 01:15:00",26356,-3.429,11.57,11.58
"2026-03-18 01:30:00",26357,-3.525,11.57,11.59
"2026-03-18 01:45:00",26358,-3.59,11.58,11.59
"2026-03-18 02:00:00",26359,-3.76,11.58,11.58
"2026-03-18 02:15:00",26360,-3.95,11.58,11.59
"2026-03-18 02:30:00",26361,-4.12,11.57,11.58
"2026-03-18 02:45:00",26362,-4.267,11.58,11.58
"2026-03-18 03:00:00",26363,-4.422,11.58,11.59
"2026-03-18 03:15:00",26364,-4.609,11.58,11.58
"2026-03-18 03:30:00",26365,-4.835,11.57,11.57
"2026-03-18 03:45:00",26366,-5.069,11.58,11.58
"2026-03-18 04:00:00",26367,-5.227,11.58,11.59
"2026-03-18 04:15:00",26368,-5.376,11.57,11.58
"2026-03-18 04:30:00",26369,-5.477,11.57,11.58
"2026-03-18 04:45:00",26370,-5.505,11.57,11.58
"2026-03-18 05:00:00",26371,-5.519,11.58,11.59
"2026-03-18 05:15:00",26372,-5.447,11.58,11.58
"2026-03-18 05:30:00",26373,-5.388,11.57,11.58
"2026-03-18 05:45:00",26374,-5.408,11.57,11.58
"2026-03-18 06:00:00",26375,-5.482,11.58,11.59
"2026-03-18 06:15:00",26376,-5.517,11.52,11.52
"2026-03-18 06:30:00",26377,-5.434,11.5,11.55
"2026-03-18 06:45:00",26378,-5.308,11.51,11.52
"2026-03-18 07:00:00",26379,-5.152,11.52,11.56
"2026-03-18 07:15:00",26380,-4.847,11.52,11.53
"2026-03-18 07:30:00",26381,-4.363,11.51,11.55
"2026-03-18 07:45:00",26382,-3.874,11.51,11.52
"2026-03-18 08:00:00",26383,-3.465,11.52,11.56
"2026-03-18 08:15:00",26384,-3.063,11.53,11.54
"2026-03-18 08:30:00",26385,-2.455,11.53,11.57
"2026-03-18 08:45:00",26386,-1.759,11.52,11.53
"2026-03-18 09:00:00",26387,-1.18,11.52,11.56
"2026-03-18 09:15:00",26388,-0.721,11.53,11.54
"2026-03-18 09:30:00",26389,-0.437,11.52,11.57
"2026-03-18 09:45:00",26390,-0.223,11.53,11.54
"2026-03-18 10:00:00",26391,0.103,11.53,11.56
"2026-03-18 10:15:00",26392,0.262,11.52,11.54
"2026-03-18 10:30:00",26393,0.476,11.53,11.56
"2026-03-18 10:45:00",26394,0.634,11.53,11.53
"2026-03-18 11:00:00",26395,0.843,11.53,11.57
"2026-03-18 11:15:00",26396,1.3,11.54,11.54
"2026-03-18 11:30:00",26397,1.532,11.54,11.57
"2026-03-18 11:45:00",26398,1.626,11.53,11.54
"2026-03-18 12:00:00",26399,1.719,11.53,11.57
"2026-03-18 12:15:00",26400,1.795,11.53,11.54
"2026-03-18 12:30:00",26401,2.001,11.54,11.57
"2026-03-18 12:45:00",26402,2.421,11.54,11.55
"2026-03-18 13:00:00",26403,2.634,11.53,11.57
"2026-03-18 13:15:00",26404,2.64,11.54,11.55
"2026-03-18 13:30:00",26405,2.712,11.54,11.57
"2026-03-18 13:45:00",26406,2.761,11.54,11.54
"2026-03-18 14:00:00",26407,2.914,11.54,11.57
"2026-03-18 14:15:00",26408,3.217,11.52,11.54
"2026-03-18 14:30:00",26409,3.385,11.53,11.57
"2026-03-18 14:45:00",26410,3.362,11.53,11.54
"2026-03-18 15:00:00",26411,3.184,11.54,11.58
"2026-03-18 15:15:00",26412,3.02,11.54,11.55
"2026-03-18 15:30:00",26413,2.786,11.53,11.57
"2026-03-18 15:45:00",26414,2.488,11.53,11.54
"2026-03-18 16:00:00",26415,2.209,11.52,11.56
"2026-03-18 16:15:00",26416,1.937,11.53,11.54
"2026-03-18 16:30:00",26417,1.714,11.54,11.57
"2026-03-18 16:45:00",26418,1.433,11.53,11.54
"2026-03-18 17:00:00",26419,1.166,11.53,11.56
"2026-03-18 17:15:00",26420,0.927,11.55,11.56
"2026-03-18 17:30:00",26421,0.634,11.56,11.56
"2026-03-18 17:45:00",26422,0.276,11.55,11.56
"2026-03-18 18:00:00",26423,-0.098,11.55,11.57
"2026-03-18 18:15:00",26424,-0.463,11.56,11.57
"2026-03-18 18:30:00",26425,-0.79,11.54,11.56
"2026-03-18 18:45:00",26426,-1.058,11.55,11.55
"2026-03-18 19:00:00",26427,-1.307,11.54,11.56
"2026-03-18 19:15:00",26428,-1.569,11.55,11.56
"2026-03-18 19:30:00",26429,-1.787,11.56,11.56
"2026-03-18 19:45:00",26430,-1.927,11.58,11.58
"2026-03-18 20:00:00",26431,-2.012,11.58,11.58
"2026-03-18 20:15:00",26432,-2.034,11.58,11.58
"2026-03-18 20:30:00",26433,-2.025,11.58,11.58
"2026-03-18 20:45:00",26434,-2.012,11.58,11.59
"2026-03-18 21:00:00",26435,-1.948,11.58,11.59
"2026-03-18 21:15:00",26436,-1.974,11.58,11.58
"2026-03-18 21:30:00",26437,-2.09,11.58,11.58
"2026-03-18 21:45:00",26438,-2.172,11.58,11.59
"2026-03-18 22:00:00",26439,-2.152,11.58,11.59
"2026-03-18 22:15:00",26440,-2.069,11.58,11.59
"2026-03-18 22:30:00",26441,-1.982,11.59,11.59
"2026-03-18 22:45:00",26442,-1.939,11.57,11.58
"2026-03-18 23:00:00",26443,-1.986,11.58,11.58
"2026-03-18 23:15:00",26444,-2.072,11.58,11.59
"2026-03-18 23:30:00",26445,-2.14,11.59,11.59
"2026-03-18 23:45:00",26446,-2.193,11.58,11.58
"2026-03-19 00:00:00",26447,-2.287,11.58,11.59
"2026-03-19 00:15:00",26448,-2.362,11.58,11.59
"2026-03-19 00:30:00",26449,-2.444,11.58,11.59
"2026-03-19 00:45:00",26450,-2.562,11.58,11.58
"2026-03-19 01:00:00",26451,-2.671,11.58,11.58
"2026-03-19 01:15:00",26452,-2.71,11.58,11.59
"2026-03-19 01:30:00",26453,-2.724,11.58,11.59
"2026-03-19 01:45:00",26454,-2.75,11.58,11.58
"2026-03-19 02:00:00",26455,-2.798,11.58,11.59
"2026-03-19 02:15:00",26456,-2.853,11.58,11.59
"2026-03-19 02:30:00",26457,-2.886,11.58,11.58
"2026-03-19 02:45:00",26458,-2.932,11.57,11.58
"2026-03-19 03:00:00",26459,-3.036,11.58,11.58
"2026-03-19 03:15:00",26460,-3.146,11.58,11.59
"2026-03-19 03:30:00",26461,-3.168,11.58,11.59
"2026-03-19 03:45:00",26462,-3.169,11.58,11.58
"2026-03-19 04:00:00",26463,-3.212,11.57,11.58
"2026-03-19 04:15:00",26464,-3.333,11.58,11.59
"2026-03-19 04:30:00",26465,-3.473,11.58,11.59
"2026-03-19 04:45:00",26466,-3.502,11.58,11.58
"2026-03-19 05:00:00",26467,-3.491,11.58,11.59
"2026-03-19 05:15:00",26468,-3.473,11.58,11.59
"2026-03-19 05:30:00",26469,-3.438,11.58,11.58
"2026-03-19 05:45:00",26470,-3.438,11.58,11.59
"2026-03-19 06:00:00",26471,-3.449,11.58,11.58
"2026-03-19 06:15:00",26472,-3.561,11.52,11.52
"2026-03-19 06:30:00",26473,-3.459,11.52,11.55
"2026-03-19 06:45:00",26474,-3.031,11.53,11.53
"2026-03-19 07:00:00",26475,-2.728,11.53,11.56
"2026-03-19 07:15:00",26476,-2.318,11.5,11.53
"2026-03-19 07:30:00",26477,-1.745,11.53,11.56
"2026-03-19 07:45:00",26478,-1.108,11.53,11.53
"2026-03-19 08:00:00",26479,-0.567,11.54,11.56
"2026-03-19 08:15:00",26480,-0.153,11.53,11.53
"2026-03-19 08:30:00",26481,0.209,11.53,11.57
"2026-03-19 08:45:00",26482,0.589,11.53,11.54
"2026-03-19 09:00:00",26483,0.962,11.53,11.56
"2026-03-19 09:15:00",26484,1.351,11.52,11.54
"2026-03-19 09:30:00",26485,1.754,11.54,11.57
"2026-03-19 09:45:00",26486,2.217,11.52,11.52
"2026-03-19 10:00:00",26487,2.684,11.53,11.58
"2026-03-19 10:15:00",26488,2.926,11.54,11.55
"2026-03-19 10:30:00",26489,3.004,11.54,11.57
"2026-03-19 10:45:00",26490,3.073,11.53,11.54
"2026-03-19 11:00:00",26491,3.256,11.54,11.57
